text,label
"Повітряне командування ""Південь"" отримало новий",True
"Пригоди руски, на яку скинули саморобний боєприпас із дрону.",True
Сьогодні ввечері очікується телефонна розмова між президентом України Володимиром Зеленським та переобраним на другий термін головою Франції Емманюелем Макроном.,True
"Reuters повідомляє, що Німеччина розглядає можливість відправлення гаубиць в Україну.",True
"80% українців вважають, що справи в Україні йдуть у правильному напрямку. Це найвищий показник за всю історію вимірів",True
Ціни на пальне можуть зрости до 50 грн/л.,True
У Росії ще один дивний вибух на стратегічному об'єкті.,True
На Київщині знайшли російського кулеметника.,True
"Країни ЄС, ймовірно, схвалять поетапне ембарго на російську нафту вже наступного тижня",True
США розпочали навчання військовослужбовців України поводженню із західними радарами та бронетехнікою у ФРН — Пентагон,True
"Президент Володимир Зеленський вважає, що ризики припинення мирних переговорів із РФ дуже високі.",True
"Пентагон: за останні 24 години з семи різних країн в Україну прибуло майже 20 вантажних рейсів з мінами, боєприпасами для стрілецької зброї, ракетами та бронежилетами.",True
Як Володимир Зеленський бачить гарантії безпеки для України:,True
У Попасній розстріляли два евакуаційні автобуси.,True
"COVID-сертифікат у ""Дії"", у якого закінчився термін, не зникне з програми",True
"Українців закликали не публікувати результати будь-яких військових операцій ЗСУ до того, як їх офіційно не підтвердить Генштаб",True
Папа Римський Франциск тричі звертався до путіна з приводу Маріуполя,True
"У зв'язку з військовим становищем в Україні у травні 2022 року робітниками є всі дні, за винятком субот та неділь",True
росія хоче запросити Нуланд у рамках розслідування на тему біолабораторій США в Україні,True
"️Оперативне командування ""Південь"" підтверджує повідомлення про удар по аеропорту Одеси.",True
"За інформацією нашого джерела, сьогодні нашими військовими було завдано вогневого удару по перекладному командному пункту 2 армії орків біля Ізюму.",True
Мер Одеси Геннадій Труханов прокоментував ракетні удари окупантів по злітно-посадковій смузі аеродрому,True
Арестович підтвердив успішний удар по передовому командному пункту 2 армії РФ під Ізюмом.,True
Королева Іспанії передала записку українським воїнамДеталі:,True
️Контратаки ЗСУ на Харківщині можуть знизити тиск російських військ на житлові квартали обласного центру,True
Свіжа карта ситуації на Сході України від європейських військових експертів.,True
Нове зведення щодо загальних бойових втрат російської армії,True
"СБУ знешкодила ворожу ДРГ, яка планувала збити пасажирський літак",True
"Росія призупиняє великі наступальні операції на Херсонському напрямку, повідомляє американський Інститут вивчення війни у ​​своїй доповіді за 30 квітня.",True
"Залізничний міст частково обрушився в Курській області, причини НП з'ясовуються — губернатор",True
"Російські ЗМІ заявляють, що за півгодини до того, як на горизонті на Білгородщині з'явився стовп диму в небі кружляли гелікоптери",True
"Посол Великобританії в Україні Мелінда Сіммонс в інтерв'ю Observer заявила, що повернулася до Києва та почувається там ""комфортно"", хоча має додаткову охорону.",True
Німеччина має ухвалити закон про ленд-ліз за прикладом США.,True
Аваков пише про поранення російського генерала Герасимова,True
Міноборони Великобританії оприлюднює актуальну карту бойових дій на території України.,True
Олаф Шольц знову перевзувається у стрибку.,True
️Фінляндія планує розпочати зводити паркани на кордоні з Росією.,True
"«Окупанти підтягують сили на південь країни, щоб намагатися атакувати наші міста та громади на Дніпропетровщині, —",True
Україна отримає доступ до терміналів зрідженого газу Польщі та Литви,True
"РФ не вимагає від Зеленського здатися, він має наказати припинити опір",True
"Кисельов загрожує Великобританії ядерним ударом ракетою ""Сармат""",True
У Рильському районі Курської області вибухи. Працює ППО,True
"Глава генштабу Росії Герасимов був Ізюмом, але встиг втекти.",True
"Росія задіяла в Україні близько 65% усієї її наземної бойової чисельності. Чверть сил, ймовірно, виведені з ладу,",True
"Володимир Зеленський про 10 замахів на його життя: ""У путіна проблеми гірші"" Деталі:",True
"У тимчасово окупованому Мелітополі Запорізької області не залишилося українських газет, радіо, телебачення: 90% інформаційного простору – кремлівська пропаганда",True
Окупанти знову завдали ракетного удару по мосту через Дністровський лиман,True
ОККО та WOG запровадили обмеження на продаж пального.,True
"«Пробачте, я викрав вашу машину. Рятував сім'ю",True
Найбільші мережі АЗС України WOG та ОККО запроваджують тимчасові обмеження на реалізацію нафтопродуктів.,True
Данія візьметься за відновлення Миколаєва,True
Глава офісу президента Андрій Єрмак опублікував план економічного відновлення України.,True
"Одесою, де було чутно сильний вибух, завдано ракетного удару, пошкоджено об'єкти інфраструктури, зокрема релігійну споруду.",True
"В результаті ракетної атаки, за попередніми даними, загинула 13-річна дитина і важко поранена 17-річна дівчина. Також ще є загиблі,",True
"На сьогоднішній день мобілізованих в Україні достатньо, вони проходять навчання.",True
"Німеччина відреагувала на порівняння Володимира Зеленського з Адольфом Гітлером, яке зробив маразматик Лавров:",True
Орки зазнали втрат на підступах до Гуляйполя.,True
Журнал TIME розпочав голосування читачів щодо кандидатів ТОП-100 найвпливовіших людей світу.,True
"Російська армія зараз значно слабша, як матеріально, так і концептуально, внаслідок вторгнення в Україну,",True
Казахстан не відправлятиме своїх військових до України навіть у рамках договору ОДКБ,True
"️Гуманітарний конвой з евакуйованими з ""Азовсталі"" сьогодні прибув до Запоріжжя",True
"У Києві повітряна тривога. Перша за три дні, до речі.",True
"️ВСУ знищили пункт управління ЗС РФ на адмінкордоні Миколаївської та Херсонської областей,",True
"Мер Львова Садовий каже, що частина міста не має електрики.",True
"Окупанти вдарили по шести залізничних станціях у центрі та на заході України, — голова правління «УЗ» Олександр Камишин. Затримується 14 поїздів. Ушкодження інфраструктури тяжкі.",True
"Повідомляється, що в районі Макіївки Донецької області горить нафтобаза.",True
️Повідомляється про вибухи в Чорнобаївці. Чекаємо на офіційне підтвердження нової серії знищення орків.,True
"Глава Євроради Шарль Мішель заявив, що ЄС має намір надати збройним силам Молдови додаткове військове обладнання.",True
"Курортний сезон в Одеській області під загрозою через міни, що знаходяться в морі і на березі.",True
"Кремль скоротив використання терміну ""денацифікація"", тому що росіяни не розуміють, що це, - повідомляють дослідники з посиланням на джерела у Кремлі.",True
"Росія воює саме з УКРАЇНОЮ, а не з НАТО, і тотально отримує по зубах -",True
МВС Росії оголосило у розшук журналіста Олександра Невзорова,True
"Зеленський назвав Мінські угоди ""дипломатичним болотом"".",True
Росія заборонила в'їзд на свою територію прем'єр-міністру Японії Фуміо Кісіде,True
САУ CAESAR французького виробництва завантажуються для відправки в Україну,True
"Путін заявив, що Захід може допомогти покласти край війні в Україні, посиливши тиск на президента Володимира Зеленського і припинивши постачання зброї його військам",True
Президент Німеччини Франк-Вальтер Штайнмайєр готовий до переговорів із Володимиром Зеленським,True
"Ававаков заявив, що Путін може застосувати хімзброю проти росіян, щоб звинуватити Україну",True
"Штурм «Азовстали» окупантами: українські воїни, з якими було втрачено зв'язок, вийшли на контакт – повідомляють ЗМІ.",True
У розбомбленому орками Драмтеатрі в Маріуполі загинуло близько 600 людей,True
Кличко просить не панікувати через задимлення у місті:,True
"Військові навчання в Білорусі жодним чином Україні не загрожують, це відволікаючий маневр,",True
Подивіться як змінилося ставлення українців до Степана Бандери,True
"Рамзан Кадиров у своєму каналі хвалиться, що його бійці зайняли населений пункт Світличне, але є нюанс.",True
Через окупацію Енергодару зупинилася найбільша українська ТЕС,True
Генпрокурор Венедиктова попросила українців утриматися від жорстких емоцій щодо затримання Шарія,True
У багатьох регіонах України є повітряна тривога.,True
Британська розвідка опублікувала актуальну карту бойових дій в Україні,True
"️Путін до 9 травня хоче добити ""Азовсталь"" і піднести це як ""перемогу"",",True
Новим прес-секретарем Білого дому стане Карін Жан-П'єр - заступник чинного прес-секретаря Джен Псакі,True
Росіяни не дають спокою українцям навіть за кордоном,True
Мешканці тимчасово окупованого Херсона та Нової Каховки вийдуть на мітинг на підтримку України 9 травня.,True
"24 канал із посиланням на джерела у розвідці повідомляє, що делегація з Білорусі готується поїхати до Донецька та Луганська, щоб визнати псевдореспубліки.",True
"9 травня у Маріуполі росія хоче провести «парад полонених», –",True
"️Прем'єр Денис Шмигаль підтвердив повідомлення, що звучали раніше, про можливий намір Росії оголосити війну Україні 9 травня",True
Кременчуцький НПЗ не зможе відновити роботу як мінімум до кінця року,True
18 військових літаків Китаю увійшли до зони дії ППО Тайваню.,True
У Харківській області під час спецоперації СБУ було взято в полон 11 російських снайперів,True
"️РФ готує евакуацію з острова Зміїний, після ударів ЗСУ по окупантах",True
"Відбувся черговий обмін полоненими. Повернули 41 особу, включаючи 11 жінок",True
Контрнаступ ЗСУ на Харківщині розширивсяДеталі:,True
Флісову кофту Зеленського продали за 90 000 фунтів стерлінгів на благодійному аукціоні на підтримку України у Лондоні,True
"Daily Mail склало напрямки штурму ""Азовсталі"" на своїй інфографіці.",True
ППО збило ворожу ракету над Полтавською областю,True
"Останнім часом Росія обстрілює територію України ракетами Х-101, запускаючи їх зі стратегічних бомбардувальників, а також ракетами Х-59, Х-555, П-800 та Точка-У.",True
"Директор ЦРУ Вільям Бернс вважає, що нова фаза війни в Україні, пов'язана з настанням РФ на Донбасі, не менш небезпечна, ніж її початковий етап",True
️Росія розпочала процес виведення своїх збройних сил із Сирії та концентрує їх у трьох аеропортах перед перекидкою частини військових на Україну,True
️Херсонська область буде звільнена повністю та максимально жорстко,True
"Так зараз виглядає Красноярський край у Росії. Їх ніхто не бомбив, якщо що. Вони просто палають.",True
